-2.46556	-2.07873	-0.27644	-0.581571
-1.6919	0.146599	-3.27901	0.973272
0.879663	0.0787827	-0.746525	-1.61076
-0.586466	-1.42975	-1.21556	1.11626
-0.0720204	1.9009	-0.282561	0.0495943
0.229586	0.673121	5.63973	-0.849982
0.750964	-6.92906	0.894859	0.0986135
-3.61046	-0.739908	-7.78112	0.0301344
0.533577	-0.343133	-0.62999	0.830037
3.26821	-9.05604	1.8609	0.791295
-0.427169	-1.91329	-0.684161	-0.722427
1.77341	-1.27553	0.38379	0.117371
1.17868	0.508727	2.51968	0.380703
-15.0368	-0.0418349	0.221118	-0.452519
-1.7114	-1.0107	-0.894375	-0.138596
0.231585	0.0922261	5.08572	1.60347
-0.831339	0.321352	0.0937187	0.0140443
0.145072	-2.76611	0.450474	0.150686
-18.3795	2.813	0.918384	-0.0634613
0.267429	-6.53827	1.63837	-0.508359
-4.85625	0.113124	-6.0119	0.159414
1.02968	-0.370095	-1.33302	-1.87212
-1.11185	-1.25498	-3.09566	-0.430064
-1.4392	-0.934203	-1.03025	-0.926811
-0.0212834	1.03335	1.33492	0.943817
1.03874	-3.06241	0.221056	-0.84017
-0.0656342	5.88937	-0.256508	0.363846
-0.0180357	28.9461	-2.60911	-0.95064
-0.951594	4.53423	-0.0407614	0.913951
-1.06981	-8.10862	-3.28637	0.904815
-0.0888362	-4.06651	0.326134	-0.626667
0.273289	-0.968325	0.0908095	-0.901141
0.384379	10.7857	-1.02078	0.792434
0.258325	-0.928915	0.64226	-1.80133
-3.70316	-0.347653	-0.0527398	-0.230258
-1.82907	-27.0691	3.15494	-0.110333
4.60022	-9.5276	1.59848	0.903238
1.02579	-1.25581	1.83269	-0.100281
0.00583648	-1.53085	0.447845	-1.08822
-13.0824	0.477728	4.14295	-1.1699
0.66141	0.322068	0.843153	0.103541
-0.435163	0.729733	-0.990213	0.158467
0.517285	-1.59832	0.504258	-0.094987
-1.25747	-2.13842	-0.923099	-1.75688
0.627503	-0.465013	-0.27375	-0.0330317
-3.13746	11.4787	0.0585868	-0.161909
-2.50363	-5.63165	0.785248	-0.594271
0.635223	0.991526	0.777994	-0.889149
0.247631	1.13194	-0.0755319	-0.523878
1.81906	1.33397	-0.210703	-0.408638
-5.97772	2.06073	-0.185818	0.10229
-0.147108	5.3641	1.18884	0.053263
1.1043	0.898712	0.115815	0.546082
10.6744	-13.6638	-1.0186	-1.70708
-1.16262	1.91943	0.121187	-0.286281
59.0548	-0.557021	-1.6068	-0.35329
